order_id,session_id,product_department,item_price,cart_action_count,order_status,order_date,_quarantine_reason,_quarantine_stage,_quarantine_ts
2350,,APPLIANCES,130.1,0,ABANDONED,2020-09-25 09:55:03+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2361,,ELECTRONICS,10.75,0,ABANDONED,2020-09-25 09:59:37+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2398,,UNKNOWN,15.87,0,ABANDONED,2020-09-25 10:15:46+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2414,,ELECTRONICS,199.37,0,ABANDONED,2020-09-25 10:20:17+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2422,,COMPUTERS,16.19,0,ABANDONED,2020-09-25 10:23:11+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2517,,ELECTRONICS,31.59,0,ABANDONED,2020-09-25 10:58:42+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2529,,COMPUTERS,64.48,0,ABANDONED,2020-09-25 11:01:38+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2534,,UNKNOWN,204.6,0,ABANDONED,2020-09-25 11:03:28+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2605,,UNKNOWN,13.17,0,ABANDONED,2020-09-25 11:25:12+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2612,,UNKNOWN,12.06,1,COMPLETED,2020-09-25 11:26:37+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2633,,AUTO,-180.79,0,ABANDONED,2020-09-25 11:34:22+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2683,,ELECTRONICS,158.57,1,ABANDONED,2020-09-25 11:53:56+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2686,,COMPUTERS,73.81,0,ABANDONED,2020-09-25 11:54:58+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2693,,UNKNOWN,58.29,0,ABANDONED,2020-09-25 11:56:53+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2704,,UNKNOWN,15.9,0,ABANDONED,2020-09-25 12:02:14+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2709,,UNKNOWN,9.35,1,ABANDONED,2020-09-25 12:04:51+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2715,,AUTO,83.33,0,ABANDONED,2020-09-25 12:08:01+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2720,,COMPUTERS,16.67,0,ABANDONED,2020-09-25 12:10:04+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2762,,UNKNOWN,38.03,0,ABANDONED,2020-09-25 12:26:07+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2818,,UNKNOWN,34.06,1,ABANDONED,2020-09-25 12:45:13+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2819,,ELECTRONICS,32.22,0,ABANDONED,2020-09-25 12:45:38+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2830,,APPLIANCES,170.98,0,ABANDONED,2020-09-25 12:52:23+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2903,,UNKNOWN,16.98,0,ABANDONED,2020-09-25 13:26:00+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2912,,UNKNOWN,168.24,0,ABANDONED,2020-09-25 13:29:54+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2976,,COMPUTERS,1350.02,0,ABANDONED,2020-09-25 14:02:17+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
2978,,UNKNOWN,-15.24,0,ABANDONED,2020-09-25 14:03:02+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3008,,UNKNOWN,27.22,0,ABANDONED,2020-09-25 14:14:51+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3067,,COMPUTERS,26.16,0,ABANDONED,2020-09-25 14:44:20+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3088,,COMPUTERS,-111.27,0,ABANDONED,2020-09-25 14:54:53+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3099,,UNKNOWN,2766.46,0,ABANDONED,2020-09-25 15:00:45+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3108,,COMPUTERS,202.67,0,ABANDONED,2020-09-25 15:05:31+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3118,,UNKNOWN,153.05,0,ABANDONED,2020-09-25 15:09:23+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3162,,ELECTRONICS,-94.3,0,ABANDONED,2020-09-25 15:30:23+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3218,,ELECTRONICS,47.14,0,ABANDONED,2020-09-25 15:51:45+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3224,,CONSTRUCTION,93.08,0,ABANDONED,2020-09-25 15:55:31+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3264,,ELECTRONICS,1097.22,0,ABANDONED,2020-09-25 16:08:33+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3272,,STATIONERY,18.1,0,ABANDONED,2020-09-25 16:13:30+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3314,,COMPUTERS,140.79,0,ABANDONED,2020-09-25 16:38:29+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3318,,COMPUTERS,26.17,0,ABANDONED,2020-09-25 16:39:33+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3413,,STATIONERY,18.1,1,ABANDONED,2020-09-25 17:26:08+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3420,,UNKNOWN,15.4,0,ABANDONED,2020-09-25 17:29:02+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3471,,STATIONERY,13.97,0,ABANDONED,2020-09-25 17:52:21+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3627,,ELECTRONICS,5.71,0,ABANDONED,2020-09-25 19:09:06+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3669,,COMPUTERS,23.71,0,ABANDONED,2020-09-25 19:29:06+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3690,,COMPUTERS,104.21,0,ABANDONED,2020-09-25 19:38:06+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3711,,COMPUTERS,20.4,0,ABANDONED,2020-09-25 19:55:49+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3745,,COMPUTERS,1577.08,0,ABANDONED,2020-09-25 20:26:12+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3783,,COMPUTERS,38.73,0,ABANDONED,2020-09-25 20:58:34+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3913,,UNKNOWN,15.87,0,ABANDONED,2020-09-26 01:01:37+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3926,,CONSTRUCTION,48.7,0,ABANDONED,2020-09-26 01:30:39+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3946,,APPLIANCES,136.33,0,ABANDONED,2020-09-26 02:17:57+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3951,,STATIONERY,360.16,0,ABANDONED,2020-09-26 02:27:19+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3963,,UNKNOWN,14.13,0,ABANDONED,2020-09-26 02:50:48+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
3965,,UNKNOWN,11.9,0,ABANDONED,2020-09-26 02:53:41+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4056,,COMPUTERS,65.71,0,ABANDONED,2020-09-26 04:37:14+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4097,,COMPUTERS,187.29,0,ABANDONED,2020-09-26 05:12:31+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4100,,COMPUTERS,204.29,0,ABANDONED,2020-09-26 05:14:36+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4130,,ELECTRONICS,18.73,0,ABANDONED,2020-09-26 05:36:22+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4136,,ACCESSORIES,75.65,0,ABANDONED,2020-09-26 05:40:34+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4152,,APPLIANCES,20.89,0,ABANDONED,2020-09-26 05:49:57+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4156,,UNKNOWN,123.35,1,COMPLETED,2020-09-26 05:51:51+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4197,,APPLIANCES,170.0,0,ABANDONED,2020-09-26 06:23:13+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4235,,ELECTRONICS,16.76,0,ABANDONED,2020-09-26 06:38:58+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4327,,COMPUTERS,55.65,0,ABANDONED,2020-09-26 07:31:24+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4412,,UNKNOWN,33.35,0,ABANDONED,2020-09-26 08:19:17+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4418,,APPLIANCES,61.98,0,ABANDONED,2020-09-26 08:23:25+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4487,,UNKNOWN,10.63,0,ABANDONED,2020-09-26 08:53:33+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4504,,COMPUTERS,222.1,0,ABANDONED,2020-09-26 09:01:38+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4508,,UNKNOWN,90.29,0,ABANDONED,2020-09-26 09:04:59+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4520,,UNKNOWN,-40.89,0,ABANDONED,2020-09-26 09:11:01+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4547,,ELECTRONICS,292.56,0,ABANDONED,2020-09-26 09:29:17+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4552,,ELECTRONICS,143.4,0,ABANDONED,2020-09-26 09:32:03+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4688,,COMPUTERS,48.25,0,ABANDONED,2020-09-26 10:32:55+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4726,,APPLIANCES,88.37,0,ABANDONED,2020-09-26 10:52:13+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4757,,UNKNOWN,32.48,0,ABANDONED,2020-09-26 11:04:48+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4771,,UNKNOWN,41.94,0,ABANDONED,2020-09-26 11:11:00+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4777,,UNKNOWN,15.84,0,ABANDONED,2020-09-26 11:14:27+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4813,,APPLIANCES,40.0,0,ABANDONED,2020-09-26 11:28:26+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4889,,UNKNOWN,61.22,0,ABANDONED,2020-09-26 12:13:22+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4901,,APPLIANCES,92.22,0,ABANDONED,2020-09-26 12:17:58+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
4979,,UNKNOWN,91.6,0,ABANDONED,2020-09-26 13:08:01+00:00,missing_required_identifier,check_missing_identifiers,2026-08-19T15:36:27.806108+00:00
31,xn6SHCnZtk,COMPUTERS,-217.57,0,COMPLETED,2020-09-24 12:04:10+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
37,hbCbCVCiiR,ELECTRONICS,-9.21,0,ABANDONED,2020-09-24 12:06:37+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
213,yd9eithKZG,UNKNOWN,-28.71,0,ABANDONED,2020-09-24 13:15:23+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
219,l6NCLZfW1F,ACCESSORIES,-61.46,0,ABANDONED,2020-09-24 13:18:36+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
299,LVbAYFpDIn,COMPUTERS,-257.87,0,ABANDONED,2020-09-24 13:41:44+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
325,gUCzsijp2R,UNKNOWN,-18.76,0,ABANDONED,2020-09-24 13:48:44+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
366,KISgvqDoyI,APPLIANCES,-56.1,0,ABANDONED,2020-09-24 14:03:25+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
397,vVqBJR8hDM,APPLIANCES,-46.19,0,ABANDONED,2020-09-24 14:15:59+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
421,IOAs8CTU2y,UNKNOWN,-12.38,0,ABANDONED,2020-09-24 14:28:42+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
425,KaW7ymRhAl,UNKNOWN,-63.59,0,ABANDONED,2020-09-24 14:32:57+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
429,BlEJ2piuJE,UNKNOWN,-30.7,0,ABANDONED,2020-09-24 14:35:31+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
534,DFqNnejaje,CONSTRUCTION,-289.84,0,ABANDONED,2020-09-24 15:23:48+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
537,bsXBUI06dn,COMPUTERS,-34.76,0,ABANDONED,2020-09-24 15:26:25+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
620,nEwvRSeROr,COMPUTERS,-257.87,0,ABANDONED,2020-09-24 15:59:01+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
659,ixOhl4JZ2k,COMPUTERS,-82.33,0,ABANDONED,2020-09-24 16:21:37+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
677,HycmCUvnFr,COMPUTERS,-73.81,0,ABANDONED,2020-09-24 16:29:51+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
705,BRGOVXZ0fm,UNKNOWN,-39.84,0,ABANDONED,2020-09-24 16:44:04+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
715,U6WrJYjOPV,STATIONERY,-85.11,0,ABANDONED,2020-09-24 16:49:09+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
732,mTfUhKAZSM,AUTO,-74.21,0,ABANDONED,2020-09-24 16:59:55+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
789,4axBxUWqSt,UNKNOWN,-92.65,0,ABANDONED,2020-09-24 17:21:20+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
809,G1yml5NNun,COMPUTERS,-612.75,0,ABANDONED,2020-09-24 17:32:25+00:00,negative_numeric_value,check_negative_values,2026-08-19T15:36:27.807747+00:00
